,complaint_id,date_received,district_occurrence,general_cap_classification,summary,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
1947,16-0008,2016-01-11,1900, LACK OF SERVICE,"According to the complainant, on 12-26-15 at 9:30am, they did not receive proper service from an unidentified 911 call taker, and officers assigned to the 19th District.",female,,,80038415.0,black,female,1900 19TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
1948,16-0008,2016-01-11,1900, LACK OF SERVICE,"According to the complainant, on 12-26-15 at 9:30am, they did not receive proper service from an unidentified 911 call taker, and officers assigned to the 19th District.",female,,,96659013.0,black,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
1949,16-0008,2016-01-11,1900, LACK OF SERVICE,"According to the complainant, on 12-26-15 at 9:30am, they did not receive proper service from an unidentified 911 call taker, and officers assigned to the 19th District.",female,,,50519525.0,other,female,4922 RADIO ROOM,Unprofessional Conduct,No Sustained Findings,Not Applicable
1950,16-0008,2016-01-11,1900, LACK OF SERVICE,"According to the complainant, on 12-26-15 at 9:30am, they did not receive proper service from an unidentified 911 call taker, and officers assigned to the 19th District.",female,,,80038415.0,black,female,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
1951,16-0009,2016-01-11,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-30-15 and 12-31-15 they were treated unprofessionally by officers assigned to the 12th District.",female,black,,68604909.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1952,16-0009,2016-01-11,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-30-15 and 12-31-15 they were treated unprofessionally by officers assigned to the 12th District.",female,black,,66221391.0,white,male,1200 12TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1953,16-0010,2016-01-13,1500, LACK OF SERVICE,"According to the complainant, on 8-15-15 at 10:00pm, they did not receive proper service from two detectives assigned to Northeast Detective Division.",male,indian,45.0,75370256.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
1954,16-0010,2016-01-13,1500, LACK OF SERVICE,"According to the complainant, on 8-15-15 at 10:00pm, they did not receive proper service from two detectives assigned to Northeast Detective Division.",male,indian,45.0,94354974.0,latino,female,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
1955,16-0011,2016-01-11,2200, LACK OF SERVICE,"According to the complainant, on 12-2-15 at 11:13am, they did not receive proper service from officers assigned to the 22nd District.",female,black,37.0,,,,,Lack of Service,No Sustained Findings,Not Applicable
1956,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,64290544.0,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1957,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,68399946.0,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1958,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,64290544.0,black,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
1959,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,68399946.0,white,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1960,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,64290544.0,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1961,16-0012,2016-01-13,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-26-15 at 6:20pm, officers assigned to the 18th District did not follow proper police procedure.",female,black,26.0,68399946.0,white,male,1800 18TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
1962,16-0013,2016-01-13,1500, CRIMINAL ALLEGATION,"According to the complainant, on 1-6-16 at 2:55pm, property is missing after officers searched their home. This incident occurred within the confines of the 15th District.",female,black,46.0,,,,,Criminal Allegation,No Sustained Findings,Not Applicable
1963,16-0014,2016-01-13,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-4-15 at 6:15pm they were harassed by officers assigned to the 24th District.",male,other,27.0,78960725.0,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1964,16-0014,2016-01-13,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-4-15 at 6:15pm they were harassed by officers assigned to the 24th District.",male,other,27.0,46250306.0,white,male,3900 39TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1965,16-0014,2016-01-13,2400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-4-15 at 6:15pm they were harassed by officers assigned to the 24th District.",male,other,27.0,74387323.0,latino,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1966,16-0015,2016-01-13,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-19-15 at 7:00pm, they were harassed by officers assigned to the 35th District.",male,indian,32.0,64999849.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1967,16-0015,2016-01-13,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-19-15 at 7:00pm, they were harassed by officers assigned to the 35th District.",male,indian,32.0,64999849.0,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
1968,16-0015,2016-01-13,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-19-15 at 7:00pm, they were harassed by officers assigned to the 35th District.",male,indian,32.0,24055692.0,white,male,3500 35TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
1969,16-0015,2016-01-13,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-19-15 at 7:00pm, they were harassed by officers assigned to the 35th District.",male,indian,32.0,24055692.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
1970,16-0016,2016-01-15,300, PHYSICAL ABUSE,"According to the complainant, on 1-8-16 at 4:30am, they were physically and verbally abused by officers assigned to the 3rd District.",female,white,44.0,68204080.0,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1971,16-0016,2016-01-15,300, PHYSICAL ABUSE,"According to the complainant, on 1-8-16 at 4:30am, they were physically and verbally abused by officers assigned to the 3rd District.",female,white,44.0,37460214.0,white,male,0300 03RD DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1972,16-0017,2016-01-19,1800, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-8-16 at 1:20pm,, they were verbally abused by officers assigned to the 18th District.",male,,57.0,68399946.0,white,male,1800 18TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
1973,16-0018,2016-01-15,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-15, they were verbally abused and did not receive proper service from a detective assigned to Northeast Detective Division.",female,black,40.0,33309442.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
1974,16-0018,2016-01-15,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-15, they were verbally abused and did not receive proper service from a detective assigned to Northeast Detective Division.",female,black,40.0,33309442.0,white,male,6400 NORTHEAST DET,Verbal Abuse,No Sustained Findings,Not Applicable
1975,16-0018,2016-01-15,1500, UNPROFESSIONAL CONDUCT,"According to the complainant, on 12-2-15, they were verbally abused and did not receive proper service from a detective assigned to Northeast Detective Division.",female,black,40.0,60845300.0,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1976,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",male,white,21.0,20399991.0,white,female,9807 SUPP POLICE SERVICE,Criminal Allegation,No Sustained Findings,Not Applicable
1977,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",male,white,21.0,99372636.0,black,female,7403 NARC FIELD UNIT NOR,Criminal Allegation,No Sustained Findings,Not Applicable
1978,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",male,white,21.0,16920415.0,white,male,2200 22ND DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
1979,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",male,white,21.0,82025567.0,black,male,5800 ACADEMY RECRUIT TRN,Criminal Allegation,No Sustained Findings,Not Applicable
1980,16-0019,2016-01-15,2200, CRIMINAL ALLEGATION,"According to the complainant, on 12-8-15 at 11:00am, property was missing after unidentified officers confiscated items from their residence. This incident happened within the confines of the 22nd District.",male,white,21.0,99819299.0,black,male,7403 NARC FIELD UNIT NOR,Criminal Allegation,No Sustained Findings,Not Applicable
1981,16-0020,2016-01-15,700, LACK OF SERVICE,"According to the complainant, on 12-30-15 at 6:30pm, they did not receive proper service from an officer assigned to the 7th District.",female,white,32.0,62882234.0,white,male,0700 07TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1982,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,30769540.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1983,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,44419538.0,asian,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1984,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,89307271.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1985,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,53768731.0,white,male,5900 EAST DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
1986,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,19482290.0,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1987,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,80990621.0,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1988,16-0021,2016-01-15,2500, PHYSICAL ABUSE,"According to the complainant, on 12-1-15 at 2:00am,, their family members were physically abused by officers assigned to the 25th District.",female,latino,39.0,43438493.0,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1989,16-0022,2016-01-15,600, LACK OF SERVICE,"According to the complainant, on 12-13-15 at 6:30pm, they did not receive proper service from officers assigned to the 6th District.",male,white,46.0,57953149.0,white,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1990,16-0022,2016-01-15,600, LACK OF SERVICE,"According to the complainant, on 12-13-15 at 6:30pm, they did not receive proper service from officers assigned to the 6th District.",male,white,46.0,23944970.0,latino,male,0600 06TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1991,16-0023,2016-01-15,3500, LACK OF SERVICE,"According to the complainant, on 12-14-15 at 4:21pm, they did not receive proper service from officers assigned to the 35th and 6th Districts.",female,black,44.0,,,,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
1992,16-0024,2016-01-15,1700, LACK OF SERVICE,"According to the complainant, on 12-10-15 at 9:30am,, they did not receive proper service from an officer assigned to the 17th District.",male,white,,12387010.0,black,male,0300 03RD DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1993,16-0025,2016-01-15,800, LACK OF SERVICE,"According to the complainant, on 1-2-16 at 4:05pm, they did not receive proper service from officers assigned to the 8th District.",male,black,,35777933.0,white,male,0800 08TH DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
1994,16-0025,2016-01-15,800, LACK OF SERVICE,"According to the complainant, on 1-2-16 at 4:05pm, they did not receive proper service from officers assigned to the 8th District.",male,black,,48018762.0,white,female,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
1995,16-0026,2016-01-15,800, HARASSMENT,"According to the complainant, on 1-5-16 at 6:15pm, they were threatened by an off-duty officer assigned to the Center City District. This incident took place with in the confines of the 8th District.",male,white,47.0,71873514.0,black,male,4500 CENTER CITY DISTRIC,Harassment,No Sustained Findings,Not Applicable
1996,16-0027,2016-01-15,800, PHYSICAL ABUSE,"According to the complainant, on 1-7-16 at 11:00pm, they were physically and verbally abused and falsely arrested by an officer assigned to the 8th District.",male,latino,42.0,57849466.0,white,male,0800 08TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
1997,16-0027,2016-01-15,800, PHYSICAL ABUSE,"According to the complainant, on 1-7-16 at 11:00pm, they were physically and verbally abused and falsely arrested by an officer assigned to the 8th District.",male,latino,42.0,57849466.0,white,male,0800 08TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
1998,16-0027,2016-01-15,800, PHYSICAL ABUSE,"According to the complainant, on 1-7-16 at 11:00pm, they were physically and verbally abused and falsely arrested by an officer assigned to the 8th District.",male,latino,42.0,34000207.0,latino,female,9803 CIVIL AFFAIRS UNIT,Harassment,Sustained Finding,Training/Counseling
1999,16-0028,2016-01-14,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-16 at 12:30am, they were physically abused and treated unprofessionally by officers assigned to the 35th District.",male,black,54.0,59281808.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2000,16-0028,2016-01-14,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-16 at 12:30am, they were physically abused and treated unprofessionally by officers assigned to the 35th District.",male,black,54.0,31713678.0,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
2001,16-0028,2016-01-14,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-8-16 at 12:30am, they were physically abused and treated unprofessionally by officers assigned to the 35th District.",male,black,54.0,31713678.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2002,16-0029,2016-01-20,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-11-16 at 4:50pm, their family member was improperly stopped by an officer assigned to the 15th District.",female,black,40.0,52152368.0,white,male,1500 15TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
2003,16-0029,2016-01-20,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-11-16 at 4:50pm, their family member was improperly stopped by an officer assigned to the 15th District.",female,black,40.0,82938806.0,black,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2004,16-0029,2016-01-20,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-11-16 at 4:50pm, their family member was improperly stopped by an officer assigned to the 15th District.",female,black,40.0,37839242.0,black,male,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2005,16-0030,2016-01-20,3900, LACK OF SERVICE,"According to the complainant, on 12-16-2015, they did not receive proper service from officers assigned to the 39th District.",female,black,52.0,41259767.0,black,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2006,16-0031,2016-02-04,2500, NON-INVESTIGATORY INCIDENT,"According to the complainant, in 2004, they did not receive proper service from an officer assigned to the 17th District. This incident occurred in the confines of the 3rd District.",female,black,46.0,29622499.0,black,female,1700 17TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2007,16-0032,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 12-24- at 6:00pm, they did not receive proper service from officers assigned to the 12th District.",female,black,37.0,42852441.0,black,female,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2008,16-0032,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 12-24- at 6:00pm, they did not receive proper service from officers assigned to the 12th District.",female,black,37.0,93447744.0,black,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2009,16-0033,2016-01-28,1700, LACK OF SERVICE,"According to the complainant, on several dates they did not receive proper service from officers assigned to the 3rd District and South Detective Division.",male,white,60.0,54671670.0,white,male,0300 03RD DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
2010,16-0033,2016-01-28,1700, LACK OF SERVICE,"According to the complainant, on several dates they did not receive proper service from officers assigned to the 3rd District and South Detective Division.",male,white,60.0,27812501.0,black,male,6100 SOUTH DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
2011,16-0033,2016-01-28,1700, LACK OF SERVICE,"According to the complainant, on several dates they did not receive proper service from officers assigned to the 3rd District and South Detective Division.",male,white,60.0,64762613.0,black,male,6100 SOUTH DETECTIVES,Unprofessional Conduct,No Sustained Findings,Not Applicable
2012,16-0033,2016-01-28,1700, LACK OF SERVICE,"According to the complainant, on several dates they did not receive proper service from officers assigned to the 3rd District and South Detective Division.",male,white,60.0,64762613.0,black,male,6100 SOUTH DETECTIVES,Departmental Violation,No Sustained Findings,Not Applicable
2013,16-0034,2016-01-22,3900, VERBAL ABUSE,"According to the complainant, on 1-17-16 at 1:00pm, they were verbally abused by officers assigned to the 39th District.",female,black,28.0,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
2014,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,71920892.0,white,male,0200 02ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
2015,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,71920892.0,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
2016,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,54817926.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2017,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,76712991.0,black,female,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2018,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,67255136.0,black,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
2019,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,14582902.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2020,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,47882806.0,latino,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
2021,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,11370603.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2022,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,94589807.0,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2023,16-0035,2016-01-27,2200, LACK OF SERVICE,"According to the complainant, on 1-15-16 at 1:50pm, they did not receive proper service from officers and supervisors assigned to the 22nd District.",female,black,52.0,67255136.0,black,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
2024,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,92223798.0,white,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2025,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,23705331.0,black,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2026,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,49811593.0,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
2027,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,49811593.0,black,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2028,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,38731538.0,black,male,1200 12TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
2029,16-0036,2016-01-22,1200, LACK OF SERVICE,"According to the complainant, on 1-18-16 at 10:55pm, they did not receive proper service from officers assigned to the 12th District.",male,black,34.0,38731538.0,black,male,1200 12TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
2030,16-0037,2016-01-27,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 01-19-16 at 1:18pm, they were harassed by officers assigned to the 18th District during a vehicle investigation.",male,black,39.0,12616350.0,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2031,16-0037,2016-01-27,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 01-19-16 at 1:18pm, they were harassed by officers assigned to the 18th District during a vehicle investigation.",male,black,39.0,47878343.0,black,male,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2032,16-0038,2016-01-27,, DEPARTMENTAL VIOLATIONS,"According to the complainant, officers assigned to the 7th and 8th Districts are not following proper police procedures.",male,white,47.0,,,,,Departmental Violation,No Sustained Findings,Not Applicable
2033,16-0039,2016-01-27,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-16-16 at 9:45am, they were harassed by officers assigned to the 3rd District.",male,,,42237550.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2034,16-0039,2016-01-27,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-16-16 at 9:45am, they were harassed by officers assigned to the 3rd District.",male,,,42237550.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2035,16-0040,2016-01-27,, VERBAL ABUSE,"According to the complainant, on 1-14-16 at 5:45pm, they were harassed by a off-duty officer assigned to the 3rd District.",female,black,37.0,85193063.0,black,male,0300 03RD DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2036,16-0041,2016-01-27,1200, HARASSMENT,"According to the complainant, in the fall of 2015, an unidentified officer acted inappropriately. This incident occurred in the confines of the 12th District.",female,black,20.0,28218995.0,white,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2037,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",female,,,61918699.0,white,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2038,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",female,,,48913461.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2039,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",male,,,61918699.0,white,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2040,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",male,,,48913461.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2041,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",male,,,61918699.0,white,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2042,16-0042,2016-01-27,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-31-2 at 10:00pm, their residence was improperly entered and searched by officers assigned to the 35th District.",male,,,48913461.0,white,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2043,16-0043,2016-01-27,500, VERBAL ABUSE,"According to the complainant, on 1-14-16 at 6:30pm, they were verbally abused by officers assigned to the 5th District.",male,white,29.0,16049920.0,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
2044,16-0044,2016-01-28,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 11:30pm, their vehicle was improperly searched by officers assigned to the 15th District.",male,white,39.0,,,,,Lack of Service,No Sustained Findings,Not Applicable
2045,16-0044,2016-01-28,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 11:30pm, their vehicle was improperly searched by officers assigned to the 15th District.",male,white,39.0,27318803.0,white,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
2046,16-0044,2016-01-28,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 11:30pm, their vehicle was improperly searched by officers assigned to the 15th District.",male,white,39.0,76774103.0,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
2047,16-0045,2016-02-04,1400, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-19-16 at 12:00pm, they were improperly searched, falsely arrested by officers assigned to the 14th District.",male,black,36.0,36713144.0,white,male,1400 14TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
2048,16-0045,2016-02-04,1400, NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-19-16 at 12:00pm, they were improperly searched, falsely arrested by officers assigned to the 14th District.",male,black,36.0,55958959.0,white,male,1400 14TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
